label,predict
"
 Passage 1:
The Secret Invasion
The Secret Invasion is a 1964 American war film directed by Roger Corman. It stars Stewart Granger, Raf Vallone, Mickey Rooney, Edd Byrnes, Henry Silva, Mia Massini, and William Campbell. Appearing three years before The Dirty Dozen (1967), the film features a similar World War II mission where convicts are recruited by the Allies for an extremely hazardous operation behind enemy lines.

Plot
In 1943, British Intelligence in Cairo recruits Italian  criminal mastermind Roberto Rocca, demolitions expert and Irish Republican Army member Terence Scanlon, forger Simon Fell, cold-blooded assassin John Durrell, and thief and impersonator Jean Saval for a dangerous mission. The men are offered pardons in exchange for attempting to rescue an Italian general sympathetic to the Allies who is imprisoned in German-occupied Yugoslavia. The group is led by Major Richard Mace, who is trying to expiate his feelings of guilt for sending his own brother on a dangerous mission and waiting too long to extricate him. The fishing boat transporting Mace's team is stopped by a patrol boat, but they dispose of the Germans.
With the assistance of local partisans led by Marko, they split up and enter Dubrovnik. Durrell is partnered with Mila, a recent widow with a baby. They are attracted to each other, but Durrell becomes extremely distraught when he accidentally smothers her crying child to avoid detection by a German patrol. The team is captured and taken to the same fortress where the Italian general is being kept. They are tortured for information, but manage to escape and fulfill their mission, although Mace, Mila, Fell, Scanlon, and Saval are killed while fending off German troops.
At the last minute, Rocca and Durrell discover that the man they have freed is an impostor, and he is about to exhort ""his"" troops to stay loyal to the Axis. Durrell pretends to be a Nazi fanatic and shoots the fake general; he is killed by the outraged Italians. Rocca, the last man standing, directs the Italians' anger to the Germans.

Cast
Production
",", during World War II, a group of convicts are recruited by the Allies for an extremely hazardous operation behind enemy lines. The convicts are given the task of infiltrating a heavily fortified Nazi prison to rescue a captured American intelligence officer. The operation is extremely hazardous, and many of the convicts do not survive. The Secret Invasion is a 1964 American war film directed by Roger Corman. It stars Stewart Granger, Raf Vallone, Mickey Rooney, Edd Byrnes, Henry Silva, Mia Massini, and William Campbell. Appearing three years before"
"
 Passage 1:
Marie of Évreux
Marie d'Évreux (1303 – October 31, 1335) was the eldest child of Louis d'Évreux and his wife Margaret of Artois. She was a member of the House of Capet.
She was Duchess of Brabant by her marriage to John III, Duke of Brabant. Her paternal grandmother being Marie of Brabant, she was a great-granddaughter of Henry III, Duke of Brabant and so, her husband's second cousin.
Marie was the eldest of five children born to her parents. Marie's younger siblings included: Charles d'Évreux; Lord of Étampes, Philip III of Navarre; husband of Joan II of Navarre, and Jeanne d'Évreux; Queen of France by her marriage to Charles IV of France.

Marriage
In 1311, Marie married John III, Duke of Brabant as his father's gesture of rapprochement with France.
They had six children:

Joanna, Duchess of Brabant (1322–1406)
Margaret of Brabant (February 9, 1323 – 1368), married at Saint-Quentin on June 6, 1347 Louis II of Flanders
Marie of Brabant (1325 – March 1, 1399), Lady of Turnhout, married at Tervuren on July 1, 1347 Reginald III of Guelders
John (1327–1335/36)
Henri (d. October 29, 1349)
Godfrey (d. aft. February 3, 1352)Marie's daughter Joanna was the first woman to be Duchess of Brabant in her own right.
Marie died October 31, 1335, aged thirty-one or thirty-two.

Genealogy
Passage 2:
Hannah Arnold
Hannah Arnold may refer","a great-great-granddaughter of King John I of France.
She was a member of the House of Capet.
Marie of Évreux was the eldest child of Louis d'Évreux and his wife Margaret of Artois.
Marie d'Évreux (1303 – October 31, 1335) was the eldest child of Louis d'Évreux and his wife Margaret of Artois.
Marie of Évreux was the eldest child of Louis d'Évreux and his wife"
"
 Passage 1:
John I, Count of Soissons
John I (died after 1115), son of William Busac, Count of Eu and Soissons, and Adelaide, Countess of Soissons.  Count of Soissons.
John became Count of Soissons after the death of his brother Renaud II in 1099.  John was involved with the Abbey of St. Jean des Vignes.
John married Aveline de Pierrefonds, daughter of Nivelon II, Seigneur de Pierrefonds.  John and Aveline had:

Renaud III, Count of SoissonsUpon the death of John, his son Renaud became the last of the Norman Counts of Soissons.
Passage 2:
Adelaide, Countess of Soissons
Adelaide (died 1105), was sovereign Countess of Soissons from 1057 until 1105.
She was the daughter of Renaud I, Count of Soissons, and his wife, whose name is unknown, widow of Hilduin III, Count of Montdidier. .
Adelaide became ruler of the County of Soissons upon the death of her father and brother, Guy II, Count of Soissons, in 1057.
Adelaide married William Busac, Count of Eu, grandson of Richard I, Duke of Normandy.  Adelaide and William had five children:

Renaud II, Count of Soissons
John I, Count of Soissons, married to Aveline de Pierrefonds
Manasses of Soissons, Bishop of Cambrai, Bishop of Soissons
Lithuise de Blois, married to Milo I of Montlhéry
Unnamed daughter, married to Yves le Vieux.William Busac became Count of Soissons, de jure uxoris, upon their marriage.

Notes
Sources
Dormay, C., Histoire de la ville de Soissons et de ses rois, ducs, comtes et gouverne","
Renaud III (died after 1155), son of John I, Count of Soissons and Aveline de Pierrefonds.  Count of Soissons.
Renaud III married Alice de Clermont, daughter of Humbert II, Count of Clermont.  Renaud III and Alice had:

John II, Count of Soissons
John II (died after 1187), son of Renaud III, Count of Soissons and Alice de Clermont.  Count of Soissons.
John II married Ag"
"
 Passage 1:
Power Le Poer Trench
Power Le Poer Trench (1770–1839) was an Anglican clergyman who served in the Church of Ireland as firstly Bishop of Waterford and Lismore, then Bishop of Elphin and finally Archbishop of Tuam.

Life
He was the second surviving son of William Trench, 1st Earl of Clancarty, among his nine brothers and nine sisters was his elder brother Richard Trench, 2nd Earl of Clancarty, and Lady Emily La Touche was a younger sister. Born in Sackville Street, Dublin, on 10 June 1770, he was first educated at a preparatory school at Putney, whence he went for a short time to Harrow, and afterwards at the academy of Mr. Ralph at Castlebar, in the immediate neighbourhood of his home. Trench matriculated at Trinity College, Dublin, on 2 July 1787, where his tutor was Matthew Young, afterwards bishop of Clonfert and Kilmacduagh, and graduated B.A. on 13 July 1791. Later in the same year (27 November) Trench was ordained deacon, and, having received priest's orders on 24 June 1792, he was in the same month inducted into the benefice of Creagh, in which his father's residence and the great fair town of Ballinasloe were situated. In the following year (5 November 1793) he was presented to the benefice of Rawdenstown, County Meath. He obtained a faculty to hold the two cures together, and combined with their clerical duties the business of agent on his father's Galway estate. Trench was a man of great bodily strength and a fine horseman, and he retained a fondness for field sports to the end of his days. During the Irish rebellion of 1798 he acted as a captain in the local yeomanry raised by his father to resist the French invading army under Humbert.
In 1802 Trench was appointed to the see of Waterford, in succession to Richard Marlay, and was consecrated on 21 November 180","sister of his.

 He was born on 1770 in County Wexford, Ireland, and was educated at Trinity College, Dublin.

 He was appointed Bishop of Waterford and Lismore in 1795, and was later promoted to Bishop of Elphin and finally Archbishop of Tuam in 1839.

 Power Le Poer Trench (1770–1839) was an Anglican clergyman who served in the Church of Ireland as firstly Bishop of Waterford and Lismore, then Bishop of Elphin and finally Archbishop of"
"
 Passage 1:
Dana Blankstein
Dana Blankstein-Cohen (born March 3, 1981) is the executive director of the Sam Spiegel Film and Television School. She was appointed by the board of directors  in November 2019.  Previously she was the CEO of the Israeli Academy of Film and Television. She is a film director, and an Israeli culture entrepreneur.

Biography
Dana Blankstein was born in Switzerland in 1981 to theatre director Dedi Baron and Professor Alexander Blankstein. She moved to Israel in 1983 and grew up in Tel Aviv.
Blankstein graduated from the Sam Spiegel Film and Television School, Jerusalem in 2008 with high honors. During her studies she worked as a personal assistant to directors Savi Gabizon on his film Nina's Tragedies and to Renen Schorr on his film The Loners.  She also directed and shot 'the making of' film on Gavison's film Lost and Found. Her debut film Camping competed at the Berlin International Film Festival, 2007.

Film and academic career
After her studies, Dana founded and directed the film and television department at the Kfar Saba municipality. The department encouraged and promoted productions filmed in the city of Kfar Saba, as well as the established cultural projects, and educational community activities.
Blankstein directed the mini-series ""Tel Aviviot"" (2012). From 2016-2019 was the director of the Israeli Academy of Film and Television.
In November 2019 Dana Blankstein Cohen was appointed the new director of the Sam Spiegel Film and Television School where she also oversees the Sam Spiegel International Film Lab. In 2022, she spearheaded the launch of the new Series Lab and the film preparatory program for Arabic speakers in east Jerusalem.

Filmography
Tel Aviviot (mini-series; director, 2012)
Growing Pains (graduation film, Sam Spiegel; director and screenwriter, 2008)
Camping (debut film, Sam Spiegel; director and screenwriter, 2006)","Baron. She grew up in Switzerland and France. Dana Blankstein-Cohen (born March 3, 1981) is the executive director of the Sam Spiegel Film and Television School. She was appointed by the board of directors  in November 2019.  Previously she was the CEO of the Israeli Academy of Film and Television. She is a film director, and an Israeli culture entrepreneur.

Dana Blankstein was born in Switzerland in 1981 to theatre director Dedi Baron and Professor Alexander Baron. She grew up in Switzerland and France. Dana Blank"
"
 Passage 1:
Sophia Magdalena of Denmark
Sophia Magdalena of Denmark (Danish: Sophie Magdalene; Swedish: Sofia Magdalena; 3 July 1746 – 21 August 1813) was Queen of Sweden from 1771 to 1792 as the wife of King Gustav III. 
Born into the House of Oldenburg, the royal family of Denmark-Norway, Sophia Magdalena was the first daughter of King Frederick V of Denmark and Norway and his first consort, Princess Louise of Great Britain. Already at the age of five, she was betrothed to Gustav, the heir apparent to the throne of Sweden, as part of an attempt to improve the traditionally tense relationship between the two Scandinavian realms. She was subsequently brought up to be the Queen of Sweden, and they married in 1766. In 1771, Sophia's husband ascended to the throne and became King of Sweden, making Sophia Queen of Sweden. Their coronation was on 29 May 1772.
The politically arranged marriage was unsuccessful. The desired political consequences for the mutual relations between the two countries did not materialize, and on a personal level the union also proved to be unhappy. Sophia Magdalena was of a quiet and serious nature, and found it difficult to adjust to her husband's pleasure seeking court. She dutifully performed her ceremonial duties but did not care for social life and was most comfortable in quiet surroundings with a few friends. However, she was liked by many in the Caps party, believing she was a symbol of virtue and religion. The relationship between the spouses improved somewhat in the years from 1775 to 1783, but subsequently deteriorated again.
After her husband was assassinated in 1792, Sophia Magdalena withdrew from public life, and led a quiet life as dowager queen until her death in 1813.

Early life
Princess Sophie Magdalene was born on 3 July 1746 at her parents' residence Charlottenborg Palace, located at the large square, Kongens Nytorv, in central Copenhagen. She was the second child and first","Queen Dorothea Magdalena of Denmark. 
 She was born into the House of Oldenburg, the royal family of Denmark-Norway, Sophia Magdalena was the first daughter of King Frederick V of Denmark and Queen Dorothea Magdalena of Denmark. 
 Sophia Magdalena was a member of the House of Oldenburg, the royal family of Denmark-Norway, and the wife of King Gustav III of Sweden. 
 Sophia Magdalena was born into the House of Oldenburg, the royal family of Denmark-Norway, and the wife of King Gust"
"
 Passage 1:
Black King (comics)
Black King, in comics, may refer to:

Marvel Comics characters, members of Hellfire Club, in various branches at various times. The title also gives its owner complete ownership of the club.
Sebastian Shaw (comics), as originally introduced in X-Men comics
Blackheart, part of Selene's reformed group
Sunspot (comics), replaced Sebastian Shaw when he became Lord Imperial
DC Comics characters, who are members of Checkmate:
Amanda Waller, former organizer of Suicide Squad
Maxwell Lord, former organizer of the Justice League

See also
Black King (disambiguation)
White King (comics)
Black Queen (comics)
Passage 2:
The Black King (film)
The Black King is a comedy-drama 1932 race film chronicling the rise and fall of a fictionalized charismatic leader of a back-to-Africa movement, modeled on the life of Marcus Garvey. The film was directed by Bud Pollard.

Themes
The Black King chronicles the rise and fall of a fictionalized charismatic leader of a back-to-Africa movement, satirizing the life of Marcus Garvey. The film explores numerous critiques of Garvey's movement, including the lack of knowledge about Africa, the presumptuousness in making plans for future development and government in Africa without consultation of people already there, and conflicts between lighter skinned and darker skinned African Americans. While Garvey was a primarily a political leader with religious opinions, his counterpart in the film was primarily a preacher and religious leader. The film was intended to resonate with the audience's pre-existing disillusionment with Garvey.

History
The Black King was written as a stage play by Donald Heywood and plans were publicly announced to produce it on Broadway directed by Russian choreographer Léonide Massine. This never took place. Instead, Heywood's story was adapted by Morris M. Levinson and it was produced as a film by Southland Pictures under white director Bud Pollard in 1932. The film was re-released in the 19","King (disambiguation)

Passage 2:
The Internet—and pressure from funding agencies, who are questioning why commercial publishers are making money from government-funded research by restricting access to it—is making access to scientific results a reality.

Passage 3:
Clearly, you try to comprehend, in the sense of identifying meanings for individual words and working out relationships between them, drawing on your implicit knowledge of English grammar."
"
 Passage 1:
Clara Law
Clara Law Cheuk-yiu (traditional Chinese: 羅卓瑤; simplified Chinese: 罗卓瑶; pinyin: Luó Zhuóyáo; Jyutping: lo4 coek3 jiu4, born 29 May 1957 in Macau) is a Hong Kong Second Wave film director who currently resides in Australia.

Early life
Clara Law was born on 29 May 1957 in Macau. At the age of 10 she moved to Hong Kong. Law studied at the University of Hong Kong and graduated with a degree in English Literature. In 1978 she joined Radio Television Hong Kong as an assistant producer and director. During her time there she tried many aspects of television from screenwriting to directing. Between 1978 and 1981 she directed twelve drama programs for the television channel. In 1982 she began studying film direction and writing at the National Film and Television School in England. She won the Silver Plaque Award at the Chicago Film Festival in 1985 for her graduation film They Say the Moon is Fuller Here.

Career
1985–1994
In 1985 she returned to Hong Kong and began development on her first long feature film The Other Half and the Other Half, which was released in 1988. Since her return to Hong Kong she has worked with Eddie Fong on all of her projects. In 1989 she created her second film The Reincarnation of Golden Lotus. The film was screened at the Toronto Film Festival and was released commercially in the US. A year later she created Farewell China. It won the Special Jury Award at the Torino Film Festival. She was also nominated for best director at the Hong Kong Film Awards for the film. She directed Fruit Punch in 1991, which was a commercial film produced by a large Hong Kong film studio. In 1992 she directed and produced Autumn Moon. The film was a hit in the film festival circuit. It won the Golden Leopard Award at the Locarno Film Festival in 1992, as well as the European Art Theatres Association Best Picture Award and the Youth Special Jury","of 16, she moved to Hong Kong with her family. She studied at the Chinese University of Hong Kong and later transferred to the University of Hong Kong, where she obtained a Bachelor of Arts degree in Chinese literature and philosophy. She also studied at the School of Oriental and African Studies at the University of London.

Directing career
Clara Law began her directing career in 1985 with the film ""The Love Letter"". She has since directed numerous films, including ""The Love Letter"", ""The Love Letter 2: A Sequel"", ""The Love Letter 3: A Final Letter"", ""The"
"
 Passage 1:
Dameh
Dameh (Persian: دمه) is a village in Qaleh-ye Khvajeh Rural District, in the Central District of Andika County, Khuzestan Province, Iran. At the 2006 census, its population was 87, in 12 families.
Passage 2:
Rhosgoch
Rhosgoch (Welsh pronunciation; meaning: Red Moor) is a small village in the north of the island of Anglesey, Wales, about 3.5 miles (5.6 km) to the south-west of Amlwch. It is in the community of Rhosybol.
A short distance to the west of the village is the small lake Llyn Hafodol and a mile to the south is Anglesey's largest body of water the reservoir Llyn Alaw (Water Lily Lake).The village once had a station on the Anglesey Central Railway. Although the tracks still exist, no train has run on them since 1993. Also connected to the railway, was a short south-west facing spur that led to an oil terminal. This was linked to a floating dock in the sea off of Amlwch, where super-tankers could dock in all tides and feed oil via Rhosgoch and a pipeline to Stanlow oil refinery. This operation lasted for 16 years between 1974 and 1990.The first tornado of the record-breaking 1981 United Kingdom tornado outbreak, an F1/T2 tornado, touched down close to Rhosgoch at around 10:19 local time on 23 November 1981.
Passage 3:
Khosrow, Andika
Khosrow (Persian: خسرو) is a village in Qaleh-ye Khvajeh Rural District, in the Central District of Andika County","the village of Llanrhos.
Passage 3:
The
 The (Persian: ا) is a village in Qaleh-ye Khvajeh Rural District, in the Central District of Andika County, Khuzestan Province, Iran. At the 2006 census, its population was 87, in 12 families."
"
 Passage 1:
Renaldo Rama
Renaldo Rama (born 27 January 1990) is an Albanian footballer who plays as a forward.

Club career
The central midfielder has previously played for A.O. Kastellas and Olympiacos at youth level and German club TuS Koblenz at senior level, as well as Gramozi Ersekë in Albania.
He made his debut on the professional league level in the 2. Bundesliga for TuS Koblenz on 20 March 2009 when he came on as a substitute in the 83rd minute in a game against FC Hansa Rostock. On 3 February 2009, he signed a contract with TuS Koblenz, but after one year, he resigned and left the team. The next season, Rama signed a contract with KS Apolonia for two years. He managed to play in 29 games with 9 goals. In season 2013–2014, AEK Athens bought him, using his Greek passport (Renaldo Rama finished high school in Greece). He left the club on 3 July 2014.Rama spent the 2014–15 season at Fostiras in the Greek Football League, he made seventeen appearances and scored twice for the Greek club. Rama then left to join Albanian Superliga club Kukësi on 4 August 2015, he signed a one-year contract with the club.

Honours
AEK AthensFootball League 2: 12014(6th Group)
Passage 2:
Ismail Rama
Ismail Rama (born 3 November 1935) is an Albanian shooter who competed at the 1972 Summer Olympic Games in the 50 metre rifle prone, he finished 22nd.
Passage 3:
M. S. Sathyu
Mysore Shrinivas Sathyu (born 6 July 1930) is a film director, stage designer and art director from India. He is best known for his","in 2008.

Renaldo Rama (born 27 January 1990) is an Albanian footballer who plays as a forward.

Club career
The central midfielder has previously played for A.O. Kastellas and Olympiacos at youth level and German club TuS Koblenz at senior level, as well as Gramozi Ersekë in Albania.
He made his debut on the professional league level in the 2. Bundesliga for TuS Koblenz in 2008.
"
